20
35 14 62 73 30 9 26 39 82 86 47 93 64 42 28 68 33 53 12 5 77 90 91 71 60 79 17 44 97 84 75 56 31 88 11 19 55 3 24 50 95 37 58 16 10 66 61 98 22 49 43 74 69 21 87 92 6 46 15 25 51 20 78 83 34 89 65 70 80 59 23 32 18 45 13 54 2 99 7 38 63 94 67 52 48 40 100 29 72 4 81 96 27 85 57 8 1 36 76 41
17 86 29 58 50 25 12 77 98 94 1 75 79 53 45 82 37 100 33 71 31 56 20 9 3 51 6 62 73 64 42 70 14 97 59 21 90 44 28 36 84 92 66 5 23 88 48 39 52 16 67 8 34 85 11 80 63 15 47 81 30 40 76 24 89 99 49 38 65 74 22 27 35 26 13 57 78 41 96 19 4 69 10 93 7 72 54 55 91 83 68 32 87 61 18 46 60 43 95 2
2 69 5 65 28 23 71 99 54 41 74 91 32 67 45 17 43 97 90 88 62 48 11 19 60 39 85 56 30 14 37 34 94 10 25 82 8 76 73 93 26 52 6 78 58 50 12 46 86 80 33 18 1 64 51 29 15 87 57 47 3 61 92 70 24 75 38 81 100 16 27 36 35 31 40 44 79 21 84 95 4 59 66 9 7 13 53 55 98 20 49 72 77 89 63 68 42 83 96 22
60 58 69 52 89 61 36 3 77 21 56 32 40 27 18 15 1 65 63 95 98 84 54 81 86 20 47 43 80 7 34 23 92 100 12 9 72 41 38 29 45 49 14 78 6 74 83 26 66 2 33 87 30 71 99 59 55 37 94 62 24 8 11 48 76 67 73 13 22 31 57 68 46 90 91 96 5 44 35 19 79 64 75 53 10 70 4 93 39 25 17 28 97 82 16 85 51 88 50 42
75 88 69 99 93 71 40 66 28 73 6 17 45 32 97 21 41 95 49 24 91 84 62 64 82 4 77 86 15 10 2 53 36 47 19 13 90 58 60 8 26 56 38 79 33 44 11 51 68 29 83 14 87 22 100 55 50 74 18 5 35 46 61 78 52 9 23 12 72 63 57 67 20 1 42 81 30 76 3 96 25 27 65 92 31 98 48 94 39 43 70 85 89 80 34 54 16 59 7 37
16 72 59 90 53 51 5 30 65 25 14 76 94 28 47 3 97 32 11 78 44 36 70 91 39 83 8 23 99 50 56 10 67 19 74 85 27 31 62 79 34 87 92 48 12 45 6 64 42 71 9 68 60 15 75 2 38 37 61 88 84 43 33 1 20 100 17 26 86 77 66 52 41 18 29 81 82 4 69 89 24 13 40 22 46 57 55 54 80 49 21 58 95 93 73 63 7 98 96 35
16 98 78 28 67 73 21 48 25 80 36 81 95 39 65 50 92 56 86 43 10 84 51 59 12 23 3 89 32 14 34 45 54 19 62 7 47 27 69 5 1 75 87 30 61 53 82 8 100 35 94 13 31 76 58 91 40 57 68 17 44 18 90 4 41 66 77 99 9 24 60 49 26 55 37 20 85 42 52 93 46 63 88 15 29 97 22 6 83 71 70 74 72 64 33 2 79 96 11 38
90 45 76 72 27 95 13 69 1 83 87 65 39 15 4 92 18 21 33 50 36 78 42 63 56 47 20 99 67 58 74 24 51 54 6 22 29 98 71 85 7 70 93 35 48 52 10 31 14 64 81 79 96 26 57 43 9 86 82 40 68 59 53 25 100 91 2 16 5 17 32 41 89 80 55 62 8 37 97 11 73 3 94 23 88 61 84 34 28 19 38 49 66 60 75 30 44 77 12 46
78 72 99 52 90 25 74 85 50 47 45 63 6 67 94 91 17 31 69 30 58 10 3 36 43 87 65 38 22 8 34 14 19 83 76 56 61 11 54 5 27 80 97 49 92 23 60 29 42 68 12 75 35 89 82 16 53 57 13 86 40 39 26 79 2 1 93 64 59 48 70 96 44 7 77 73 95 20 15 100 81 24 4 62 21 71 98 32 41 66 46 28 88 51 33 18 55 9 84 37
64 13 91 40 21 66 47 45 7 33 90 20 77 26 51 99 83 62 79 94 53 59 70 24 28 2 86 5 71 42 68 75 88 55 97 48 19 16 50 73 22 44 1 85 82 4 39 57 36 8 52 78 23 27 61 89 10 95 56 17 93 84 74 31 100 63 72 35 37 46 14 32 41 60 92 29 6 49 58 96 18 3 81 54 15 76 98 11 65 69 80 30 12 38 87 25 9 43 34 67
